Unique_ID,Protein.Accession,Gene,Protein.Full.Name,Entry,Entry.name,Status,Protein.names,Gene.names,Organism,Gene.ontology.GO,Gene.ontology.IDs,ID,Protein.Accession1
Spis_Protein5002,A0A2B4SZI4,CORO7,Coronin,A0A2B4SZI4,A0A2B4SZI4_STYPI,unreviewed,Coronin,CORO7 AWC38_SpisGene761,Stylophora pistillata (Smooth cauliflower coral),cytosol [GO:0005829]; Golgi membrane [GO:0000139],GO:0000139; GO:0005829,A0A2B4SZI4,A0A2B4SZI4
Spis_Protein5003,A0A2B4SZI8,Ranbp2,E3 SUMO-protein ligase RanBP2,A0A2B4SZI8,A0A2B4SZI8_STYPI,unreviewed,E3 SUMO-protein ligase RanBP2,Ranbp2 AWC38_SpisGene1169,Stylophora pistillata (Smooth cauliflower coral),ligase activity [GO:0016874]; metal ion binding [GO:0046872]; intracellular transport [GO:0046907],GO:0016874; GO:0046872; GO:0046907,A0A2B4SZI8,A0A2B4SZI8
Spis_Protein5004,A0A2B4SZJ2,engD,Endoglucanase D,A0A2B4SZJ2,A0A2B4SZJ2_STYPI,unreviewed,Endoglucanase D,engD AWC38_SpisGene1209,Stylophora pistillata (Smooth cauliflower coral),"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]",GO:0004553; GO:0005975,A0A2B4SZJ2,A0A2B4SZJ2
Spis_Protein5005,A0A2B4SZJ3,RAB39B,Ras-related protein Rab-39B,A0A2B4SZJ3,A0A2B4SZJ3_STYPI,unreviewed,Ras-related protein Rab-39B,RAB39B AWC38_SpisGene478,Stylophora pistillata (Smooth cauliflower coral),GTP binding [GO:0005525]; GTPase activity [GO:0003924],GO:0003924; GO:0005525,A0A2B4SZJ3,A0A2B4SZJ3
Spis_Protein5006,A0A2B4SZK6,ABCF2,ATP-binding cassette sub-family F member 2,A0A2B4SZK6,A0A2B4SZK6_STYPI,unreviewed,ATP-binding cassette sub-family F member 2,ABCF2 AWC38_SpisGene1307,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; ATPase activity [GO:0016887],GO:0005524; GO:0016887,A0A2B4SZK6,A0A2B4SZK6
Spis_Protein5007,A0A2B4SZL2,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,A0A2B4SZL2,A0A2B4SZL2_STYPI,unreviewed,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,NOS1AP AWC38_SpisGene290,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4SZL2,A0A2B4SZL2
Spis_Protein5008,A0A2B4SZL5,RDX,Radixin,A0A2B4SZL5,A0A2B4SZL5_STYPI,unreviewed,Radixin,RDX AWC38_SpisGene525,Stylophora pistillata (Smooth cauliflower coral),cytoskeleton [GO:0005856]; cytoskeletal protein binding [GO:0008092],GO:0005856; GO:0008092,A0A2B4SZL5,A0A2B4SZL5
Spis_Protein5009,A0A2B4SZM6,DKC1,H/ACA ribonucleoprotein complex subunit 4,A0A2B4SZM6,A0A2B4SZM6_STYPI,unreviewed,H/ACA ribonucleoprotein complex subunit 4,DKC1 AWC38_SpisGene1074,Stylophora pistillata (Smooth cauliflower coral),viral nucleocapsid [GO:0019013]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]; RNA processing [GO:0006396],GO:0001522; GO:0003723; GO:0006396; GO:0009982; GO:0019013,A0A2B4SZM6,A0A2B4SZM6
Spis_Protein5010,A0A2B4SZM9,Sec63,Translocation protein SEC63-like,A0A2B4SZM9,A0A2B4SZM9_STYPI,unreviewed,Translocation protein SEC63-like,Sec63 AWC38_SpisGene410,Stylophora pistillata (Smooth cauliflower coral),"endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; posttranslational protein targeting to membrane, translocation [GO:0031204]",GO:0005783; GO:0016021; GO:0031204,A0A2B4SZM9,A0A2B4SZM9
Spis_Protein5011,A0A2B4SZN7,AWC38_SpisGene1080,DEAD-box ATP-dependent RNA helicase 6,A0A2B4SZN7,A0A2B4SZN7_STYPI,unreviewed,RNA helicase (EC 3.6.4.13),AWC38_SpisGene1080,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724],GO:0003676; GO:0003724; GO:0005524,A0A2B4SZN7,A0A2B4SZN7
Spis_Protein5012,A0A2B4SZP2,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,A0A2B4SZP2,A0A2B4SZP2_STYPI,unreviewed,Glycosyl-phosphatidylinositol-specific phospholipase D (EC 3.1.4.50) (Phosphatidylinositol-glycan-specific phospholipase D),GPLD1 AWC38_SpisGene1051,Stylophora pistillata (Smooth cauliflower coral),extracellular region [GO:0005576]; glycosylphosphatidylinositol phospholipase D activity [GO:0004621],GO:0004621; GO:0005576,A0A2B4SZP2,A0A2B4SZP2
Spis_Protein5013,A0A2B4SZP4,ITGB1,Integrin beta,A0A2B4SZP4,A0A2B4SZP4_STYPI,unreviewed,Integrin beta,ITGB1 AWC38_SpisGene1275,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; cell adhesion [GO:0007155]; integrin-mediated signaling pathway [GO:0007229],GO:0007155; GO:0007229; GO:0016021,A0A2B4SZP4,A0A2B4SZP4
Spis_Protein5014,A0A2B4SZP5,AWC38_SpisGene1181,Uncharacterized protein,A0A2B4SZP5,A0A2B4SZP5_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene1181,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4SZP5,A0A2B4SZP5
Spis_Protein5015,A0A2B4SZQ7,WDFY2,WD repeat and FYVE domain-containing protein 2,A0A2B4SZQ7,A0A2B4SZQ7_STYPI,unreviewed,WD repeat and FYVE domain-containing protein 2,WDFY2 AWC38_SpisGene1147,Stylophora pistillata (Smooth cauliflower coral),early endosome [GO:0005769]; metal ion binding [GO:0046872],GO:0005769; GO:0046872,A0A2B4SZQ7,A0A2B4SZQ7
Spis_Protein5016,A0A2B4SZQ9,TYW5,tRNA wybutosine-synthesizing protein 5,A0A2B4SZQ9,A0A2B4SZQ9_STYPI,unreviewed,tRNA wybutosine-synthesizing protein 5,TYW5 AWC38_SpisGene544,Stylophora pistillata (Smooth cauliflower coral),calcium ion binding [GO:0005509],GO:0005509,A0A2B4SZQ9,A0A2B4SZQ9
Spis_Protein5017,A0A2B4SZR1,LAMP1,Lysosome-associated membrane glycoprotein 1,A0A2B4SZR1,A0A2B4SZR1_STYPI,unreviewed,Lysosome-associated membrane glycoprotein 1,LAMP1 AWC38_SpisGene1055,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4SZR1,A0A2B4SZR1
Spis_Protein5018,A0A2B4SZR6,ATG16L1,Autophagy-related protein 16-1,A0A2B4SZR6,A0A2B4SZR6_STYPI,unreviewed,Autophagy-related protein 16-1,ATG16L1 AWC38_SpisGene1068,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4SZR6,A0A2B4SZR6
Spis_Protein5019,A0A2B4SZR7,GNPDA1,Glucosamine-6-phosphate isomerase,A0A2B4SZR7,A0A2B4SZR7_STYPI,unreviewed,Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase),GNPDA1 AWC38_SpisGene770,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044],GO:0004342; GO:0005737; GO:0005975; GO:0006044,A0A2B4SZR7,A0A2B4SZR7
Spis_Protein5020,A0A2B4SZS5,AGPAT4,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,A0A2B4SZS5,A0A2B4SZS5_STYPI,unreviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,AGPAT4 AWC38_SpisGene970,Stylophora pistillata (Smooth cauliflower coral),"integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups [GO:0016746]",GO:0016021; GO:0016746,A0A2B4SZS5,A0A2B4SZS5
Spis_Protein5021,A0A2B4SZS7,wdr44,WD repeat-containing protein 44,A0A2B4SZS7,A0A2B4SZS7_STYPI,unreviewed,WD repeat-containing protein 44,wdr44 AWC38_SpisGene1197,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4SZS7,A0A2B4SZS7
Spis_Protein5022,A0A2B4SZS9,GDAP2,Ganglioside-induced differentiation-associated protein 2,A0A2B4SZS9,A0A2B4SZS9_STYPI,unreviewed,Ganglioside-induced differentiation-associated protein 2,GDAP2 AWC38_SpisGene433,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4SZS9,A0A2B4SZS9
Spis_Protein5023,A0A2B4SZT6,AWC38_SpisGene654,Uncharacterized protein,A0A2B4SZT6,A0A2B4SZT6_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene654,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4SZT6,A0A2B4SZT6
Spis_Protein5024,A0A2B4SZT7,rpl35a,60S ribosomal protein L35a,A0A2B4SZT7,A0A2B4SZT7_STYPI,unreviewed,60S ribosomal protein L35a,rpl35a AWC38_SpisGene1092,Stylophora pistillata (Smooth cauliflower coral),ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005840; GO:0006412,A0A2B4SZT7,A0A2B4SZT7
Spis_Protein5025,A0A2B4SZU7,Atxn3,Ataxin-3,A0A2B4SZU7,A0A2B4SZU7_STYPI,unreviewed,Ubiquitinyl hydrolase 1 (EC 3.4.19.12),Atxn3 AWC38_SpisGene29,Stylophora pistillata (Smooth cauliflower coral),nucleus [GO:0005634]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; protein deubiquitination [GO:0016579],GO:0004843; GO:0005634; GO:0016579,A0A2B4SZU7,A0A2B4SZU7
Spis_Protein5026,A0A2B4SZV5,IQGAP1,Ras GTPase-activating-like protein IQGAP1,A0A2B4SZV5,A0A2B4SZV5_STYPI,unreviewed,Ras GTPase-activating-like protein IQGAP1,IQGAP1 AWC38_SpisGene624,Stylophora pistillata (Smooth cauliflower coral),regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165],GO:0007165; GO:0043087,A0A2B4SZV5,A0A2B4SZV5
Spis_Protein5027,A0A2B4SZV6,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,A0A2B4SZV6,A0A2B4SZV6_STYPI,unreviewed,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG AWC38_SpisGene991,Stylophora pistillata (Smooth cauliflower coral),oxidoreductase activity [GO:0016491],GO:0016491,A0A2B4SZV6,A0A2B4SZV6
Spis_Protein5028,A0A2B4SZV7,MRPL4,"39S ribosomal protein L4, mitochondrial",A0A2B4SZV7,A0A2B4SZV7_STYPI,unreviewed,"39S ribosomal protein L4, mitochondrial",MRPL4 AWC38_SpisGene225,Stylophora pistillata (Smooth cauliflower coral),ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005840; GO:0006412,A0A2B4SZV7,A0A2B4SZV7
Spis_Protein5029,A0A2B4SZW0,ARSB,Arylsulfatase B,A0A2B4SZW0,A0A2B4SZW0_STYPI,unreviewed,Arylsulfatase B,ARSB AWC38_SpisGene306,Stylophora pistillata (Smooth cauliflower coral),sulfuric ester hydrolase activity [GO:0008484],GO:0008484,A0A2B4SZW0,A0A2B4SZW0
Spis_Protein5030,A0A2B4SZW8,Ddr2,Discoidin domain-containing receptor 2,A0A2B4SZW8,A0A2B4SZW8_STYPI,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1),Ddr2 AWC38_SpisGene270,Stylophora pistillata (Smooth cauliflower coral),integral component of plasma membrane [GO:0005887]; ATP binding [GO:0005524]; protein tyrosine kinase collagen receptor activity [GO:0038062],GO:0005524; GO:0005887; GO:0038062,A0A2B4SZW8,A0A2B4SZW8
Spis_Protein5031,A0A2B4SZW9,chmp1b,Charged multivesicular body protein 1b,A0A2B4SZW9,A0A2B4SZW9_STYPI,unreviewed,Charged multivesicular body protein 1b,chmp1b AWC38_SpisGene450,Stylophora pistillata (Smooth cauliflower coral),vacuolar transport [GO:0007034],GO:0007034,A0A2B4SZW9,A0A2B4SZW9
Spis_Protein5032,A0A2B4SZX6,SNRPA,U1 small nuclear ribonucleoprotein A,A0A2B4SZX6,A0A2B4SZX6_STYPI,unreviewed,U1 small nuclear ribonucleoprotein A,SNRPA AWC38_SpisGene914,Stylophora pistillata (Smooth cauliflower coral),viral nucleocapsid [GO:0019013]; RNA binding [GO:0003723],GO:0003723; GO:0019013,A0A2B4SZX6,A0A2B4SZX6
Spis_Protein5033,A0A2B4SZY0,Msi2,RNA-binding protein Musashi-like 2,A0A2B4SZY0,A0A2B4SZY0_STYPI,unreviewed,RNA-binding protein Musashi-like 2,Msi2 AWC38_SpisGene335,Stylophora pistillata (Smooth cauliflower coral),mRNA binding [GO:0003729],GO:0003729,A0A2B4SZY0,A0A2B4SZY0
Spis_Protein5034,A0A2B4SZY4,CCT3,T-complex protein 1 subunit gamma,A0A2B4SZY4,A0A2B4SZY4_STYPI,unreviewed,T-complex protein 1 subunit gamma,CCT3 AWC38_SpisGene647,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457],GO:0005524; GO:0005737; GO:0006457; GO:0051082,A0A2B4SZY4,A0A2B4SZY4
Spis_Protein5035,A0A2B4SZZ2,PSMC6,26S protease regulatory subunit 10B,A0A2B4SZZ2,A0A2B4SZZ2_STYPI,unreviewed,26S protease regulatory subunit 10B,PSMC6 AWC38_SpisGene1098,Stylophora pistillata (Smooth cauliflower coral),"proteasome regulatory particle, base subcomplex [GO:0008540]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; peptidase activity [GO:0008233]; ubiquitin-dependent ERAD pathway [GO:0030433]",GO:0005524; GO:0008233; GO:0008540; GO:0016887; GO:0030433,A0A2B4SZZ2,A0A2B4SZZ2
Spis_Protein5036,A0A2B4SZZ6,Grhpr,Glyoxylate reductase/hydroxypyruvate reductase,A0A2B4SZZ6,A0A2B4SZZ6_STYPI,unreviewed,Glyoxylate reductase/hydroxypyruvate reductase,Grhpr AWC38_SpisGene910,Stylophora pistillata (Smooth cauliflower coral),"NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",GO:0016616; GO:0051287,A0A2B4SZZ6,A0A2B4SZZ6
Spis_Protein5037,A0A2B4SZZ8,UGT2B33,UDP-glucuronosyltransferase,A0A2B4SZZ8,A0A2B4SZZ8_STYPI,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT2B33 AWC38_SpisGene293,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; glucuronosyltransferase activity [GO:0015020],GO:0015020; GO:0016021,A0A2B4SZZ8,A0A2B4SZZ8
Spis_Protein5038,A0A2B4T002,MOGAT1,2-acylglycerol O-acyltransferase 1,A0A2B4T002,A0A2B4T002_STYPI,unreviewed,Acyltransferase (EC 2.3.1.-),MOGAT1 AWC38_SpisGene1106,Stylophora pistillata (Smooth cauliflower coral),"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]",GO:0005789; GO:0016021; GO:0016747,A0A2B4T002,A0A2B4T002
Spis_Protein5039,A0A2B4T013,AWC38_SpisGene1180,Uncharacterized protein,A0A2B4T013,A0A2B4T013_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene1180,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4T013,A0A2B4T013
Spis_Protein5040,A0A2B4T020,HNRNPA1L2,Heterogeneous nuclear ribonucleoprotein A1-like 2,A0A2B4T020,A0A2B4T020_STYPI,unreviewed,Heterogeneous nuclear ribonucleoprotein A1-like 2,HNRNPA1L2 AWC38_SpisGene318,Stylophora pistillata (Smooth cauliflower coral),viral nucleocapsid [GO:0019013]; mRNA binding [GO:0003729],GO:0003729; GO:0019013,A0A2B4T020,A0A2B4T020
Spis_Protein5041,A0A2B4T024,rnf126,E3 ubiquitin-protein ligase RNF126,A0A2B4T024,A0A2B4T024_STYPI,unreviewed,RING-type E3 ubiquitin transferase (EC 2.3.2.27),rnf126 AWC38_SpisGene164,Stylophora pistillata (Smooth cauliflower coral),metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630],GO:0046872; GO:0061630,A0A2B4T024,A0A2B4T024
Spis_Protein5042,A0A2B4T028,Arsb,Arylsulfatase B,A0A2B4T028,A0A2B4T028_STYPI,unreviewed,Arylsulfatase B,Arsb AWC38_SpisGene308,Stylophora pistillata (Smooth cauliflower coral),sulfuric ester hydrolase activity [GO:0008484],GO:0008484,A0A2B4T028,A0A2B4T028
Spis_Protein5043,A0A2B4T031,Trappc1,Trafficking protein particle complex subunit,A0A2B4T031,A0A2B4T031_STYPI,unreviewed,Trafficking protein particle complex subunit,Trappc1 AWC38_SpisGene1054,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],GO:0005783; GO:0005794; GO:0006888; GO:0030008,A0A2B4T031,A0A2B4T031
Spis_Protein5044,A0A2B4T033,AWC38_SpisGene1071,von Willebrand factor A domain-containing protein 8,A0A2B4T033,A0A2B4T033_STYPI,unreviewed,von Willebrand factor A domain-containing protein 8,AWC38_SpisGene1071,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; ATPase activity [GO:0016887],GO:0005524; GO:0016887,A0A2B4T033,A0A2B4T033
Spis_Protein5045,A0A2B4T040,EIF5,Eukaryotic translation initiation factor 5,A0A2B4T040,A0A2B4T040_STYPI,unreviewed,Eukaryotic translation initiation factor 5,EIF5 AWC38_SpisGene215,Stylophora pistillata (Smooth cauliflower coral),GTP binding [GO:0005525]; translation initiation factor activity [GO:0003743],GO:0003743; GO:0005525,A0A2B4T040,A0A2B4T040
Spis_Protein5046,A0A2B4T043,pdi1,Protein disulfide-isomerase 1,A0A2B4T043,A0A2B4T043_STYPI,unreviewed,Protein disulfide-isomerase 1,pdi1 AWC38_SpisGene1109,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum [GO:0005783]; isomerase activity [GO:0016853],GO:0005783; GO:0016853,A0A2B4T043,A0A2B4T043
Spis_Protein5047,A0A2B4T045,Ubqln1,Ubiquilin-1,A0A2B4T045,A0A2B4T045_STYPI,unreviewed,Ubiquilin-1,Ubqln1 AWC38_SpisGene378,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T045,A0A2B4T045
Spis_Protein5048,A0A2B4T046,SFPQ,"Splicing factor, proline-and glutamine-rich",A0A2B4T046,A0A2B4T046_STYPI,unreviewed,"Splicing factor, proline-and glutamine-rich",SFPQ AWC38_SpisGene968,Stylophora pistillata (Smooth cauliflower coral),RNA binding [GO:0003723],GO:0003723,A0A2B4T046,A0A2B4T046
Spis_Protein5049,A0A2B4T055,AWC38_SpisGene288,High-affinity choline transporter 1,A0A2B4T055,A0A2B4T055_STYPI,unreviewed,High-affinity choline transporter 1,AWC38_SpisGene288,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],GO:0016021; GO:0022857,A0A2B4T055,A0A2B4T055
Spis_Protein5050,A0A2B4T059,AWC38_SpisGene1003,DSBA domain-containing protein,A0A2B4T059,A0A2B4T059_STYPI,unreviewed,DSBA domain-containing protein,AWC38_SpisGene1003,Stylophora pistillata (Smooth cauliflower coral),protein disulfide oxidoreductase activity [GO:0015035],GO:0015035,A0A2B4T059,A0A2B4T059
Spis_Protein5051,A0A2B4T078,Abcb7,"ATP-binding cassette sub-family B member 7, mitochondrial",A0A2B4T078,A0A2B4T078_STYPI,unreviewed,"ATP-binding cassette sub-family B member 7, mitochondrial",Abcb7 AWC38_SpisGene986,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626],GO:0005524; GO:0016021; GO:0016887; GO:0042626,A0A2B4T078,A0A2B4T078
Spis_Protein5052,A0A2B4T091,CNOT4,CCR4-NOT transcription complex subunit 4,A0A2B4T091,A0A2B4T091_STYPI,unreviewed,CCR4-NOT transcription complex subunit 4,CNOT4 AWC38_SpisGene908,Stylophora pistillata (Smooth cauliflower coral),CCR4-NOT complex [GO:0030014]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; ubiquitin-protein transferase activity [GO:0004842],GO:0003723; GO:0004842; GO:0030014; GO:0046872,A0A2B4T091,A0A2B4T091
Spis_Protein5053,A0A2B4T0A2,PCBP3,Poly(RC)-binding protein 3,A0A2B4T0A2,A0A2B4T0A2_STYPI,unreviewed,Poly(RC)-binding protein 3,PCBP3 AWC38_SpisGene186,Stylophora pistillata (Smooth cauliflower coral),RNA binding [GO:0003723],GO:0003723,A0A2B4T0A2,A0A2B4T0A2
Spis_Protein5054,A0A2B4T0A3,NPDC1,Neural proliferation differentiation and control protein 1,A0A2B4T0A3,A0A2B4T0A3_STYPI,unreviewed,Neural proliferation differentiation and control protein 1,NPDC1 AWC38_SpisGene316,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4T0A3,A0A2B4T0A3
Spis_Protein5055,A0A2B4T0A4,AWC38_SpisGene994,PB1 domain-containing protein,A0A2B4T0A4,A0A2B4T0A4_STYPI,unreviewed,PB1 domain-containing protein,AWC38_SpisGene994,Stylophora pistillata (Smooth cauliflower coral),Golgi membrane [GO:0000139]; identical protein binding [GO:0042802]; COPII vesicle coating [GO:0048208],GO:0000139; GO:0042802; GO:0048208,A0A2B4T0A4,A0A2B4T0A4
Spis_Protein5056,A0A2B4T0A5,Zdhhc14,Palmitoyltransferase,A0A2B4T0A5,A0A2B4T0A5_STYPI,unreviewed,Palmitoyltransferase (EC 2.3.1.225),Zdhhc14 AWC38_SpisGene423,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706],GO:0016021; GO:0019706,A0A2B4T0A5,A0A2B4T0A5
Spis_Protein5057,A0A2B4T0A9,Wscd2,WSC domain-containing protein 2,A0A2B4T0A9,A0A2B4T0A9_STYPI,unreviewed,WSC domain-containing protein 2,Wscd2 AWC38_SpisGene752,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0A9,A0A2B4T0A9
Spis_Protein5058,A0A2B4T0B0,AWC38_SpisGene786,Putative membrane protein C2G11.09,A0A2B4T0B0,A0A2B4T0B0_STYPI,unreviewed,Putative membrane protein C2G11.09,AWC38_SpisGene786,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ion transport [GO:0006811],GO:0006811; GO:0016021,A0A2B4T0B0,A0A2B4T0B0
Spis_Protein5059,A0A2B4T0B2,H4DEKL,Histone H4,A0A2B4T0B2,A0A2B4T0B2_STYPI,unreviewed,Histone H4,H4DEKL AWC38_SpisGene221,Stylophora pistillata (Smooth cauliflower coral),"host cell nucleus [GO:0042025]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; DNA-templated transcription, initiation [GO:0006352]",GO:0000786; GO:0003677; GO:0005634; GO:0006352; GO:0042025; GO:0046982,A0A2B4T0B2,A0A2B4T0B2
Spis_Protein5060,A0A2B4T0D7,TPM2,Tropomyosin beta chain,A0A2B4T0D7,A0A2B4T0D7_STYPI,unreviewed,Tropomyosin beta chain,TPM2 AWC38_SpisGene996,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0D7,A0A2B4T0D7
Spis_Protein5061,A0A2B4T0E4,Ocrl,Inositol polyphosphate 5-phosphatase OCRL-1,A0A2B4T0E4,A0A2B4T0E4_STYPI,unreviewed,WD repeat and coiled-coil-containing protein (EC 3.1.3.36),Ocrl AWC38_SpisGene398,Stylophora pistillata (Smooth cauliflower coral),"early endosome membrane [GO:0031901]; phagocytic vesicle membrane [GO:0030670]; inositol phosphate phosphatase activity [GO:0052745]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; phosphatidylinositol dephosphorylation [GO:0046856]; signal transduction [GO:0007165]",GO:0004439; GO:0007165; GO:0030670; GO:0031901; GO:0046856; GO:0052745,A0A2B4T0E4,A0A2B4T0E4
Spis_Protein5062,A0A2B4T0E5,Timm44,Mitochondrial import inner membrane translocase subunit TIM44,A0A2B4T0E5,A0A2B4T0E5_STYPI,unreviewed,Mitochondrial import inner membrane translocase subunit TIM44,Timm44 AWC38_SpisGene86,Stylophora pistillata (Smooth cauliflower coral),mitochondrial inner membrane [GO:0005743]; chaperone binding [GO:0051087]; protein import into mitochondrial matrix [GO:0030150],GO:0005743; GO:0030150; GO:0051087,A0A2B4T0E5,A0A2B4T0E5
Spis_Protein5063,A0A2B4T0E6,Tep1,Telomerase protein component 1,A0A2B4T0E6,A0A2B4T0E6_STYPI,unreviewed,Telomerase protein component 1,Tep1 AWC38_SpisGene913,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0E6,A0A2B4T0E6
Spis_Protein5064,A0A2B4T0F8,NPR1,Guanylate cyclase,A0A2B4T0F8,A0A2B4T0F8_STYPI,unreviewed,Guanylate cyclase (EC 4.6.1.2),NPR1 AWC38_SpisGene938,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; guanylate cyclase activity [GO:0004383]; protein kinase activity [GO:0004672]; intracellular signal transduction [GO:0035556],GO:0004383; GO:0004672; GO:0005524; GO:0016021; GO:0035556,A0A2B4T0F8,A0A2B4T0F8
Spis_Protein5065,A0A2B4T0G1,Selp,P-selectin,A0A2B4T0G1,A0A2B4T0G1_STYPI,unreviewed,P-selectin,Selp AWC38_SpisGene803,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246],GO:0016021; GO:0030246,A0A2B4T0G1,A0A2B4T0G1
Spis_Protein5066,A0A2B4T0H0,SORD,Sorbitol dehydrogenase,A0A2B4T0H0,A0A2B4T0H0_STYPI,unreviewed,Sorbitol dehydrogenase,SORD AWC38_SpisGene961,Stylophora pistillata (Smooth cauliflower coral),oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270],GO:0008270; GO:0016491,A0A2B4T0H0,A0A2B4T0H0
Spis_Protein5067,A0A2B4T0H2,Pfas,Phosphoribosylformylglycinamidine synthase,A0A2B4T0H2,A0A2B4T0H2_STYPI,unreviewed,Formylglycinamide ribonucleotide amidotransferase (EC 6.3.5.3) (Formylglycinamide ribotide amidotransferase),Pfas AWC38_SpisGene885,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541],GO:0004642; GO:0005524; GO:0006189; GO:0006541; GO:0046872,A0A2B4T0H2,A0A2B4T0H2
